"","CHEMICAL_NAME","STUDY_TITLE","ACCESSION_NUMBER","ORGANIZATION_NAME","STUDY_CONCLUSION","DEPOSITOR_STUDY_NUMBER","DOSE","DOSE_UNIT","START_DATE","TRIAL_RESULT","MICROSOMAL_ACTIVATION_USED","MICROSOMAL_ACTIVATION_SPECIES","PROTOCOL_TYPE","GROUP_NAME","IS_CONTROL_GROUP","STRAIN","TREATMENT_GROUP_TYPE","SUBJECT_NAME","TIME_IN_STUDY","TIME_IN_STUDY_UNIT","BKGRD","COUNT","COUNT_UNIT","COUNT_SEM","COUNT_MEAN","newCount","logDose","RESULT"
"1044157","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","5_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","5_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,5,"count",NA,NA,5,0.0987495238786551,"0"
"1044158","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","5_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","5_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,14,"count",NA,NA,14,0.0896358501554643,"0"
"1044160","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","5_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",4.1,13,13,0.090235258713692,"0"
"1044161","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","6_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","6_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,126,"count",NA,NA,126,0.0748868734642892,"0"
"1044163","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","6_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","6_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_C",2,"day",NA,120,"count",NA,NA,120,0.0751614942364855,"0"
"1044165","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","10% RLI","Rat","Preincubation","7_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA100","Test Chemical","7_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,93,"count",NA,NA,93,0.0766295698461504,"0"
"1044166","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","10% RLI","Rat","Preincubation","7_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA100","Test Chemical","7_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,89,"count",NA,NA,89,0.0768885979397459,"0"
"1044170","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","10% RLI","Rat","Preincubation","8_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","8_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,24,"count",NA,NA,24,0.0855048207309394,"0"
"1044172","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","10% RLI","Rat","Preincubation","8_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",0.9,24,24,0.0855048207309394,"0"
"1044430","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","No Activation","N/A","Preincubation","11_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","11_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,19,"count",NA,NA,19,0.101500231704518,"0"
"1044433","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","No Activation","N/A","Preincubation","12_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","12_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,93,"count",NA,NA,93,0.0874098766967998,"0"
"1044434","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","No Activation","N/A","Preincubation","12_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","12_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,103,"count",NA,NA,103,0.0866364620344908,"0"
"1044435","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","No Activation","N/A","Preincubation","12_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","12_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_C",2,"day",NA,94,"count",NA,NA,94,0.0873282358081537,"0"
"1044438","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","10% RLI","Rat","Preincubation","2_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA100","Test Chemical","2_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,89,"count",NA,NA,89,0.0877470721281168,"0"
"1044440","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","10% RLI","Rat","Preincubation","2_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",5.2,79,79,0.088674469045544,"0"
"1044441","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","10% RLI","Rat","Preincubation","3_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","3_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,17,"count",NA,NA,17,0.102659195270879,"0"
"1044442","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","10% RLI","Rat","Preincubation","3_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","3_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,29,"count",NA,NA,29,0.0973231168774574,"0"
"1044443","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","10% RLI","Rat","Preincubation","3_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","3_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol_C",2,"day",NA,21,"count",NA,NA,21,0.100479511169733,"0"
"1044444","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",1000,"ug/Plate",2015-06-11,"Negative","10% RLI","Rat","Preincubation","3_5_1000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",3.5,22,22,0.100012024122217,"0"
"1044446","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","10% RLI","Rat","Preincubation","9_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","9_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,156,"count",NA,NA,156,0.0737079954053932,"0"
"1044447","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","10% RLI","Rat","Preincubation","9_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","9_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,188,"count",NA,NA,188,0.0727080505470052,"0"
"1044449","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",5000,"ug/Plate",2015-06-17,"Negative","10% RLI","Rat","Preincubation","9_7_5000.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",9.6,169,169,0.0732756844361459,"0"
"1044450","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","1_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA100","Test Chemical","1_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,90,"count",NA,NA,90,0.0899290047452659,"0"
"1044451","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","1_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA100","Test Chemical","1_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,104,"count",NA,NA,104,0.0887747513436075,"0"
"1044454","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","5_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","5_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,19,"count",NA,NA,19,0.104553162836202,"0"
"1044456","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","5_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","5_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol_C",2,"day",NA,18,"count",NA,NA,18,0.105147551322831,"0"
"1044457","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","5_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",0.3,19,19,0.104553162836202,"0"
"1044458","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","6_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","6_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol_A",2,"day",NA,143,"count",NA,NA,143,0.086334032071241,"0"
"1044459","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","6_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","6_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol_B",2,"day",NA,138,"count",NA,NA,138,0.0866001291363682,"0"
"1044460","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","6_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","6_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol_C",2,"day",NA,144,"count",NA,NA,144,0.0862821218717828,"0"
"1044461","1,4-Cyclohexanedimethanol","Genetic Toxicity Evaluation of 1,4-Cyclohexanedimethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14004","002-03283-0001-0000-9","NTP","Negative","G14004",750,"ug/Plate",2015-06-17,"Negative","No Activation","N/A","Preincubation","6_3_750.0_ug/Plate_1,4-Cyclohexanedimethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",1.9,142,142,0.0863863697148929,"0"
"1390410","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","1_5_625.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","1_5_625.0_ug/Plate_Crude MCHM_C",2,"day",NA,66,"count",NA,NA,66,0.0940963357508458,"0"
"1390411","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","1_5_625.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",4.5,64,64,0.0943695829088774,"0"
"1390413","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","5_5_625.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","5_5_625.0_ug/Plate_Crude MCHM_B",2,"day",NA,15,"count",NA,NA,15,0.109339784122735,"0"
"1390414","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","5_5_625.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","5_5_625.0_ug/Plate_Crude MCHM_C",2,"day",NA,14,"count",NA,NA,14,0.110170876381209,"0"
"1390415","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","5_5_625.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",1.9,13,13,0.111077775347695,"0"
"1390416","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","6_5_625.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","6_5_625.0_ug/Plate_Crude MCHM_A",2,"day",NA,94,"count",NA,NA,94,0.0910660023333755,"0"
"1390417","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","6_5_625.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","6_5_625.0_ug/Plate_Crude MCHM_B",2,"day",NA,99,"count",NA,NA,99,0.0906382350244624,"0"
"1390418","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","6_5_625.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","6_5_625.0_ug/Plate_Crude MCHM_C",2,"day",NA,94,"count",NA,NA,94,0.0910660023333755,"0"
"1390419","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","6_5_625.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",1.7,96,96,0.0908917401617167,"0"
"1390420","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","7_5_625.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","7_5_625.0_ug/Plate_Crude MCHM_A",2,"day",NA,73,"count",NA,NA,73,0.0932121852868507,"0"
"1390422","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","7_5_625.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","7_5_625.0_ug/Plate_Crude MCHM_C",2,"day",NA,87,"count",NA,NA,87,0.0917123260667887,"0"
"1390423","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","7_5_625.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",4.8,77,77,0.0927509814547147,"0"
"1390425","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","8_5_625.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","8_5_625.0_ug/Plate_Crude MCHM_B",2,"day",NA,18,"count",NA,NA,18,0.107202698367152,"0"
"1390426","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","8_5_625.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","8_5_625.0_ug/Plate_Crude MCHM_C",2,"day",NA,17,"count",NA,NA,17,0.107863636705516,"0"
"1390699","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","9_4_625.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","9_4_625.0_ug/Plate_Crude MCHM_B",2,"day",NA,138,"count",NA,NA,138,0.0879893999635647,"0"
"1390700","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","9_4_625.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","9_4_625.0_ug/Plate_Crude MCHM_C",2,"day",NA,146,"count",NA,NA,146,0.0875552606120555,"0"
"1390701","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",625,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","9_4_625.0_ug/Plate_Crude MCHM",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",4.3,138,138,0.0879893999635647,"0"
"1390703","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","1_6_750.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","1_6_750.0_ug/Plate_Crude MCHM_B",2,"day",NA,63,"count",NA,NA,63,0.0929091035156217,"0"
"1390704","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","1_6_750.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","1_6_750.0_ug/Plate_Crude MCHM_C",2,"day",NA,64,"count",NA,NA,64,0.0927733607137767,"0"
"1390706","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","No Activation","N/A","Preincubation","5_6_750.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","5_6_750.0_ug/Plate_Crude MCHM_A",2,"day",NA,16,"count",NA,NA,16,0.106466091038256,"0"
"1390714","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","7_6_750.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","7_6_750.0_ug/Plate_Crude MCHM_A",2,"day",NA,73,"count",NA,NA,73,0.0916545536585469,"0"
"1390715","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","7_6_750.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","7_6_750.0_ug/Plate_Crude MCHM_B",2,"day",NA,73,"count",NA,NA,73,0.0916545536585469,"0"
"1390716","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","7_6_750.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","7_6_750.0_ug/Plate_Crude MCHM_C",2,"day",NA,85,"count",NA,NA,85,0.0903936460989059,"0"
"1390717","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","7_6_750.0_ug/Plate_Crude MCHM",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",4,77,77,0.0912085981516734,"0"
"1390718","Crude MCHM","Genetic Toxicity Evaluation of Crude MCHM in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14013B","002-03273-0004-0000-1","NTP","Negative","G14013B",750,"ug/Plate",2015-02-06,"Negative","10% RLI","Rat","Preincubation","8_6_750.0_ug/Plate_Crude MCHM",NA,"TA98","Test Chemical","8_6_750.0_ug/Plate_Crude MCHM_A",2,"day",NA,15,"count",NA,NA,15,0.107202698367152,"0"
